"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","CheckpointSuite","","","","[CreatePassage] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","DocumentStorageSuite","","","","[GetByInfoCardID] Get document by info card ID test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","11","","DocumentSuite","","","","[GetDocumentByInfoCardID] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","16","","DocumentSuite","","","","[GetDocument] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","4","","InfoCardStorageSuite","","","","[List] List info cards test",""
"failed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:45 GMT 2024","951","","AuthSuite","","","","[RegisterEmployee] Incorrect company ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","5","","EmployeeSuite","","","","[GetEmployee] Success",""
"failed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","15","","AuthSuite","","","","[LoginEmployee] Incorrect password",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","15","","DocumentSuite","","","","[DeleteDocument] Incorrect document ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","DocumentStorageSuite","","","","[Create] Create document test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","CompanyStorageSuite","","","","[Delete] Delete company test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","12","","EmployeeStorageSuite","","","","[UpdateRefreshToken] Update refresh token test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","1","","CompanyStorageSuite","","","","[GetByID] Get company by ID test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","16","","InfoCardStorageSuite","","","","[Validate] Validate info card test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","4","","FieldSuite","","","","[CreateDocumentField] Incorrect document ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","11","","InfoCardSuite","","","","[ListInfoCards] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","8","","DocumentSuite","","","","[CreateDocument] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","21","","CheckpointStorageSuite","","","","[DeleteCheckpoint] Delete checkpoint test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","8","","InfoCardSuite","","","","[CreateInfoCard] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","1","","FieldStorageSuite","","","","[Get] Get document field test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","10","","FieldSuite","","","","[GetDocumentField] Incorrect document ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","21","","CheckpointStorageSuite","","","","[CreateCheckpoint] Create checkpoint test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","17","","CheckpointStorageSuite","","","","[CreatePassage] Create passage test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","12","","DocumentSuite","","","","[GetDocumentByInfoCardID] Incorrect info card ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","3","","FieldStorageSuite","","","","[Delete] Delete document field test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","FieldSuite","","","","[CreateDocumentField] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","14","","EmployeeStorageSuite","","","","[Register] Register employee test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","21","","EmployeeStorageSuite","","","","[GetByPhone] Get employee by phone test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","CheckpointSuite","","","","[ListPassages] Incorrect document ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","9","","DocumentStorageSuite","","","","[Delete] Delete document test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","18","","FieldStorageSuite","","","","[Create] Create document field test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","CheckpointSuite","","","","[CreatePassage] Incorrect checkpoint ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","4","","InfoCardStorageSuite","","","","[Delete] Delete info card test",""
"failed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:45 GMT 2024","1005","","AuthSuite","","","","[LoginEmployee] Correct request",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","15","","DocumentSuite","","","","[GetDocument] Incorrect document ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","3","","FieldSuite","","","","[ListDocumentFields] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","13","","CheckpointStorageSuite","","","","[DeletePassage] Delete passage test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","6","","FieldSuite","","","","[DeleteDocumentField] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","14","","InfoCardSuite","","","","[ListInfoCards] Incorrect request",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","CompanyStorageSuite","","","","[Create] Create company test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","8","","CheckpointStorageSuite","","","","[GetPassage] Get passage test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","11","","InfoCardSuite","","","","[GetInfoCard] Incorrect info card ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","17","","InfoCardSuite","","","","[DeleteInfoCard] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","FieldStorageSuite","","","","[ListCardFields] List document fields test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","17","","CheckpointStorageSuite","","","","[GetCheckpoint] Get checkpoint test",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","2","","EmployeeSuite","","","","[DeleteEmployee] Success",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","6","","EmployeeSuite","","","","[GetEmployee] Incorrect phone number",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","15","","InfoCardSuite","","","","[CreateInfoCard] Incorrect employee ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","9","","DocumentSuite","","","","[CreateDocument] Incorrect info card ID",""
"passed","Sun Oct 06 08:31:44 GMT 2024","Sun Oct 06 08:31:44 GMT 2024","17","","InfoCardSuite","","","","[GetInfoCard] Success",""
